city,date,temp_c
Ariyalur,01-01-2010,24.1
Ariyalur,02-01-2010,23.8
Ariyalur,03-01-2010,23.4
Ariyalur,04-01-2010,22.5
Ariyalur,05-01-2010,22
Ariyalur,06-01-2010,23
Ariyalur,07-01-2010,23.6
Ariyalur,08-01-2010,24
Ariyalur,09-01-2010,24.6
Ariyalur,10-01-2010,25.2
Ariyalur,11-01-2010,25.2
Ariyalur,12-01-2010,25.4
Ariyalur,13-01-2010,25.4
Ariyalur,14-01-2010,25.3
Ariyalur,15-01-2010,24.4
Ariyalur,16-01-2010,24.3
Ariyalur,17-01-2010,24.4
Ariyalur,18-01-2010,24.6
Ariyalur,19-01-2010,24.3
Ariyalur,20-01-2010,24
Ariyalur,21-01-2010,22.5
Ariyalur,22-01-2010,21.9
Ariyalur,23-01-2010,22.5
Ariyalur,24-01-2010,22.9
Ariyalur,25-01-2010,23.4
Ariyalur,26-01-2010,24.1
Ariyalur,27-01-2010,24.5
Ariyalur,28-01-2010,24.5
Ariyalur,29-01-2010,23.9
Ariyalur,30-01-2010,23.7
Ariyalur,31-01-2010,23.9
Ariyalur,01-02-2010,23.5
Ariyalur,02-02-2010,23.2
Ariyalur,03-02-2010,23.2
Ariyalur,04-02-2010,23
Ariyalur,05-02-2010,23.1
Ariyalur,06-02-2010,23.4
Ariyalur,07-02-2010,23.9
Ariyalur,08-02-2010,23.2
Ariyalur,09-02-2010,23.3
Ariyalur,10-02-2010,24.3
Ariyalur,11-02-2010,25.3
Ariyalur,12-02-2010,25.9
Ariyalur,13-02-2010,25.6
Ariyalur,14-02-2010,25.5
Ariyalur,15-02-2010,25.3
Ariyalur,16-02-2010,25.8
Ariyalur,17-02-2010,26.2
Ariyalur,18-02-2010,26.1
Ariyalur,19-02-2010,25.5
Ariyalur,20-02-2010,26.3
Ariyalur,21-02-2010,26.9
Ariyalur,22-02-2010,27.1
Ariyalur,23-02-2010,27.7
Ariyalur,24-02-2010,27.8
Ariyalur,25-02-2010,28
Ariyalur,26-02-2010,27.9
Ariyalur,27-02-2010,27.8
Ariyalur,28-02-2010,27.6
Ariyalur,01-03-2010,27
Ariyalur,02-03-2010,26.4
Ariyalur,03-03-2010,26.4
Ariyalur,04-03-2010,27.1
Ariyalur,05-03-2010,27.8
Ariyalur,06-03-2010,28.7
Ariyalur,07-03-2010,29.6
Ariyalur,08-03-2010,28.9
Ariyalur,09-03-2010,28.7
Ariyalur,10-03-2010,28.9
Ariyalur,11-03-2010,28.8
Ariyalur,12-03-2010,28.7
Ariyalur,13-03-2010,29
Ariyalur,14-03-2010,29.7
Ariyalur,15-03-2010,29.5
Ariyalur,16-03-2010,28.9
Ariyalur,17-03-2010,29.1
Ariyalur,18-03-2010,28.6
Ariyalur,19-03-2010,29.1
Ariyalur,20-03-2010,29.7
Ariyalur,21-03-2010,29.8
Ariyalur,22-03-2010,29.5
Ariyalur,23-03-2010,29.6
Ariyalur,24-03-2010,29.9
Ariyalur,25-03-2010,30.2
Ariyalur,26-03-2010,31.1
Ariyalur,27-03-2010,31.5
Ariyalur,28-03-2010,31
Ariyalur,29-03-2010,31.3
Ariyalur,30-03-2010,31.7
Ariyalur,31-03-2010,32.4
Ariyalur,01-04-2010,32.9
Ariyalur,02-04-2010,32.6
Ariyalur,03-04-2010,31.8
Ariyalur,04-04-2010,30.7
Ariyalur,05-04-2010,30.6
Ariyalur,06-04-2010,30.9
Ariyalur,07-04-2010,31
Ariyalur,08-04-2010,30.3
Ariyalur,09-04-2010,31.1
Ariyalur,10-04-2010,30.9
Ariyalur,11-04-2010,32.3
Ariyalur,12-04-2010,31.9
Ariyalur,13-04-2010,32.7
Ariyalur,14-04-2010,32.6
Ariyalur,15-04-2010,31.7
Ariyalur,16-04-2010,31.6
Ariyalur,17-04-2010,31.1
Ariyalur,18-04-2010,32.5
Ariyalur,19-04-2010,33.5
Ariyalur,20-04-2010,33.2
Ariyalur,21-04-2010,32.7
Ariyalur,22-04-2010,32.9
Ariyalur,23-04-2010,32.3
Ariyalur,24-04-2010,32.3
Ariyalur,25-04-2010,32.6
Ariyalur,26-04-2010,31.1
Ariyalur,27-04-2010,31.7
Ariyalur,28-04-2010,31.5
Ariyalur,29-04-2010,30.8
Ariyalur,30-04-2010,29
Ariyalur,01-05-2010,29.9
Ariyalur,02-05-2010,31
Ariyalur,03-05-2010,30.2
Ariyalur,04-05-2010,29.4
Ariyalur,05-05-2010,31
Ariyalur,06-05-2010,32.7
Ariyalur,07-05-2010,31.9
Ariyalur,08-05-2010,31.5
Ariyalur,09-05-2010,31.5
Ariyalur,10-05-2010,32.4
Ariyalur,11-05-2010,33
Ariyalur,12-05-2010,33
Ariyalur,13-05-2010,32.6
Ariyalur,14-05-2010,31.7
Ariyalur,15-05-2010,31.6
Ariyalur,16-05-2010,32.5
Ariyalur,17-05-2010,32.1
Ariyalur,18-05-2010,30.3
Ariyalur,19-05-2010,29.7
Ariyalur,20-05-2010,30.4
Ariyalur,21-05-2010,31.4
Ariyalur,22-05-2010,31.7
Ariyalur,23-05-2010,31.5
Ariyalur,24-05-2010,31.7
Ariyalur,25-05-2010,31.6
Ariyalur,26-05-2010,32.7
Ariyalur,27-05-2010,33.5
Ariyalur,28-05-2010,32
Ariyalur,29-05-2010,32
Ariyalur,30-05-2010,31.7
Ariyalur,31-05-2010,30.5
Ariyalur,01-06-2010,32.2
Ariyalur,02-06-2010,32.9
Ariyalur,03-06-2010,32.2
Ariyalur,04-06-2010,31.3
Ariyalur,05-06-2010,29
Ariyalur,06-06-2010,30.3
Ariyalur,07-06-2010,28.6
Ariyalur,08-06-2010,29.6
Ariyalur,09-06-2010,30.3
Ariyalur,10-06-2010,28.4
Ariyalur,11-06-2010,28.6
Ariyalur,12-06-2010,29.5
Ariyalur,13-06-2010,29.3
Ariyalur,14-06-2010,30.3
Ariyalur,15-06-2010,30.7
Ariyalur,16-06-2010,29.2
Ariyalur,17-06-2010,29.3
Ariyalur,18-06-2010,29.2
Ariyalur,19-06-2010,29.9
Ariyalur,20-06-2010,29.2
Ariyalur,21-06-2010,29.8
Ariyalur,22-06-2010,29.1
Ariyalur,23-06-2010,29.6
Ariyalur,24-06-2010,28.9
Ariyalur,25-06-2010,29.7
Ariyalur,26-06-2010,30.6
Ariyalur,27-06-2010,30.9
Ariyalur,28-06-2010,30.5
Ariyalur,29-06-2010,29.9
Ariyalur,30-06-2010,30.4
Ariyalur,01-07-2010,28.5
Ariyalur,02-07-2010,29.7
Ariyalur,03-07-2010,29.7
Ariyalur,04-07-2010,28.9
Ariyalur,05-07-2010,30.3
Ariyalur,06-07-2010,29
Ariyalur,07-07-2010,29.4
Ariyalur,08-07-2010,28.2
Ariyalur,09-07-2010,27.9
Ariyalur,10-07-2010,29.1
Ariyalur,11-07-2010,29.8
Ariyalur,12-07-2010,29.4
Ariyalur,13-07-2010,28.7
Ariyalur,14-07-2010,29.3
Ariyalur,15-07-2010,29.2
Ariyalur,16-07-2010,28.4
Ariyalur,17-07-2010,28.4
Ariyalur,18-07-2010,28.9
Ariyalur,19-07-2010,28.7
Ariyalur,20-07-2010,28.3
Ariyalur,21-07-2010,29.1
Ariyalur,22-07-2010,29.5
Ariyalur,23-07-2010,30
Ariyalur,24-07-2010,29.9
Ariyalur,25-07-2010,29.1
Ariyalur,26-07-2010,29.9
Ariyalur,27-07-2010,29.5
Ariyalur,28-07-2010,29.6
Ariyalur,29-07-2010,29.6
Ariyalur,30-07-2010,29.9
Ariyalur,31-07-2010,30
Ariyalur,01-08-2010,30.9
Ariyalur,02-08-2010,31.4
Ariyalur,03-08-2010,30.3
Ariyalur,04-08-2010,29.7
Ariyalur,05-08-2010,30.2
Ariyalur,06-08-2010,30.5
Ariyalur,07-08-2010,30.6
Ariyalur,08-08-2010,31.2
Ariyalur,09-08-2010,31.7
Ariyalur,10-08-2010,31.5
Ariyalur,11-08-2010,31.8
Ariyalur,12-08-2010,28.8
Ariyalur,13-08-2010,29.2
Ariyalur,14-08-2010,27.9
Ariyalur,15-08-2010,27.4
Ariyalur,16-08-2010,27.9
Ariyalur,17-08-2010,29.3
Ariyalur,18-08-2010,29.3
Ariyalur,19-08-2010,29.5
Ariyalur,20-08-2010,27.1
Ariyalur,21-08-2010,26.3
Ariyalur,22-08-2010,27.2
Ariyalur,23-08-2010,27.8
Ariyalur,24-08-2010,27.6
Ariyalur,25-08-2010,27.6
Ariyalur,26-08-2010,28.7
Ariyalur,27-08-2010,28.9
Ariyalur,28-08-2010,28.8
Ariyalur,29-08-2010,28.1
Ariyalur,30-08-2010,26.8
Ariyalur,31-08-2010,27.1
Ariyalur,01-09-2010,27.9
Ariyalur,02-09-2010,28.8
Ariyalur,03-09-2010,28.5
Ariyalur,04-09-2010,28.6
Ariyalur,05-09-2010,29.1
Ariyalur,06-09-2010,28.9
Ariyalur,07-09-2010,28.7
Ariyalur,08-09-2010,28.5
Ariyalur,09-09-2010,28.6
Ariyalur,10-09-2010,27.7
Ariyalur,11-09-2010,27.9
Ariyalur,12-09-2010,28.3
Ariyalur,13-09-2010,27.6
Ariyalur,14-09-2010,28.2
Ariyalur,15-09-2010,28
Ariyalur,16-09-2010,27.8
Ariyalur,17-09-2010,29
Ariyalur,18-09-2010,28.4
Ariyalur,19-09-2010,28.6
Ariyalur,20-09-2010,28.6
Ariyalur,21-09-2010,27.8
Ariyalur,22-09-2010,27
Ariyalur,23-09-2010,27.6
Ariyalur,24-09-2010,27.5
Ariyalur,25-09-2010,26.8
Ariyalur,26-09-2010,27.4
Ariyalur,27-09-2010,27.6
Ariyalur,28-09-2010,27
Ariyalur,29-09-2010,26.6
Ariyalur,30-09-2010,27.1
Ariyalur,01-10-2010,27.5
Ariyalur,02-10-2010,27.3
Ariyalur,03-10-2010,27.3
Ariyalur,04-10-2010,28
Ariyalur,05-10-2010,27.3
Ariyalur,06-10-2010,27.6
Ariyalur,07-10-2010,27.5
Ariyalur,08-10-2010,27.4
Ariyalur,09-10-2010,28.1
Ariyalur,10-10-2010,27.4
Ariyalur,11-10-2010,27.6
Ariyalur,12-10-2010,28.3
Ariyalur,13-10-2010,28.6
Ariyalur,14-10-2010,26.4
Ariyalur,15-10-2010,27.2
Ariyalur,16-10-2010,28.7
Ariyalur,17-10-2010,28.3
Ariyalur,18-10-2010,28.8
Ariyalur,19-10-2010,28.9
Ariyalur,20-10-2010,28.4
Ariyalur,21-10-2010,28.1
Ariyalur,22-10-2010,27.9
Ariyalur,23-10-2010,28.6
Ariyalur,24-10-2010,29.1
Ariyalur,25-10-2010,28.8
Ariyalur,26-10-2010,28.2
Ariyalur,27-10-2010,27.1
Ariyalur,28-10-2010,26.3
Ariyalur,29-10-2010,25.9
Ariyalur,30-10-2010,25.7
Ariyalur,31-10-2010,26
Ariyalur,01-11-2010,25.5
Ariyalur,02-11-2010,26
Ariyalur,03-11-2010,27
Ariyalur,04-11-2010,26.4
Ariyalur,05-11-2010,26.2
Ariyalur,06-11-2010,25.1
Ariyalur,07-11-2010,24.8
Ariyalur,08-11-2010,26.5
Ariyalur,09-11-2010,27
Ariyalur,10-11-2010,26.5
Ariyalur,11-11-2010,26
Ariyalur,12-11-2010,26.3
Ariyalur,13-11-2010,26.4
Ariyalur,14-11-2010,26.2
Ariyalur,15-11-2010,25.9
Ariyalur,16-11-2010,25.1
Ariyalur,17-11-2010,25.6
Ariyalur,18-11-2010,25.6
Ariyalur,19-11-2010,25.3
Ariyalur,20-11-2010,25.1
Ariyalur,21-11-2010,25.7
Ariyalur,22-11-2010,25.4
Ariyalur,23-11-2010,26
Ariyalur,24-11-2010,25.4
Ariyalur,25-11-2010,25.3
Ariyalur,26-11-2010,24.9
Ariyalur,27-11-2010,23.3
Ariyalur,28-11-2010,25.4
Ariyalur,29-11-2010,25.4
Ariyalur,30-11-2010,25.4
Ariyalur,01-12-2010,25.4
Ariyalur,02-12-2010,25.3
Ariyalur,03-12-2010,25
Ariyalur,04-12-2010,23.9
Ariyalur,05-12-2010,22.5
Ariyalur,06-12-2010,21.9
Ariyalur,07-12-2010,24.2
Ariyalur,08-12-2010,24.9
Ariyalur,09-12-2010,25.4
Ariyalur,10-12-2010,25
Ariyalur,11-12-2010,25.5
Ariyalur,12-12-2010,25.3
Ariyalur,13-12-2010,24.6
Ariyalur,14-12-2010,25
Ariyalur,15-12-2010,25.1
Ariyalur,16-12-2010,24.9
Ariyalur,17-12-2010,24.6
Ariyalur,18-12-2010,23.9
Ariyalur,19-12-2010,23
Ariyalur,20-12-2010,25.3
Ariyalur,21-12-2010,23.8
Ariyalur,22-12-2010,22.3
Ariyalur,23-12-2010,22.4
Ariyalur,24-12-2010,22.4
Ariyalur,25-12-2010,22.6
Ariyalur,26-12-2010,23
Ariyalur,27-12-2010,22.6
Ariyalur,28-12-2010,22.2
Ariyalur,29-12-2010,23.7
Ariyalur,30-12-2010,23.9
Ariyalur,31-12-2010,24
Ariyalur,01-01-2011,24.4
Ariyalur,02-01-2011,24.8
Ariyalur,03-01-2011,24.6
Ariyalur,04-01-2011,23.3
Ariyalur,05-01-2011,23.4
Ariyalur,06-01-2011,24
Ariyalur,07-01-2011,24
Ariyalur,08-01-2011,24.6
Ariyalur,09-01-2011,24.7
Ariyalur,10-01-2011,24.3
Ariyalur,11-01-2011,22.7
Ariyalur,12-01-2011,22.3
Ariyalur,13-01-2011,21.9
Ariyalur,14-01-2011,22.9
Ariyalur,15-01-2011,23.9
Ariyalur,16-01-2011,24
Ariyalur,17-01-2011,23.9
Ariyalur,18-01-2011,22.6
Ariyalur,19-01-2011,22.1
Ariyalur,20-01-2011,22.2
Ariyalur,21-01-2011,22.6
Ariyalur,22-01-2011,23.1
Ariyalur,23-01-2011,23.4
Ariyalur,24-01-2011,23.5
Ariyalur,25-01-2011,23.5
Ariyalur,26-01-2011,24
Ariyalur,27-01-2011,23.9
Ariyalur,28-01-2011,24.2
Ariyalur,29-01-2011,24.6
Ariyalur,30-01-2011,24.5
Ariyalur,31-01-2011,24.1
Ariyalur,01-02-2011,24.2
Ariyalur,02-02-2011,24
Ariyalur,03-02-2011,24.1
Ariyalur,04-02-2011,23.9
Ariyalur,05-02-2011,23.5
Ariyalur,06-02-2011,23.6
Ariyalur,07-02-2011,23.9
Ariyalur,08-02-2011,23.4
Ariyalur,09-02-2011,23.4
Ariyalur,10-02-2011,22.7
Ariyalur,11-02-2011,23.2
Ariyalur,12-02-2011,23.4
Ariyalur,13-02-2011,22.7
Ariyalur,14-02-2011,23.6
Ariyalur,15-02-2011,24.4
Ariyalur,16-02-2011,25.5
Ariyalur,17-02-2011,26.1
Ariyalur,18-02-2011,26.6
Ariyalur,19-02-2011,27
Ariyalur,20-02-2011,27.1
Ariyalur,21-02-2011,27.1
Ariyalur,22-02-2011,26.6
Ariyalur,23-02-2011,26.5
Ariyalur,24-02-2011,26.3
Ariyalur,25-02-2011,26.1
Ariyalur,26-02-2011,26
Ariyalur,27-02-2011,25.7
Ariyalur,28-02-2011,25.7
Ariyalur,01-03-2011,25.7
Ariyalur,02-03-2011,25.3
Ariyalur,03-03-2011,25.3
Ariyalur,04-03-2011,26.2
Ariyalur,05-03-2011,26.7
Ariyalur,06-03-2011,25.7
Ariyalur,07-03-2011,25.6
Ariyalur,08-03-2011,27
Ariyalur,09-03-2011,27.5
Ariyalur,10-03-2011,26.8
Ariyalur,11-03-2011,26.6
Ariyalur,12-03-2011,27.5
Ariyalur,13-03-2011,28.1
Ariyalur,14-03-2011,28
Ariyalur,15-03-2011,27.9
Ariyalur,16-03-2011,27.8
Ariyalur,17-03-2011,27.2
Ariyalur,18-03-2011,27.3
Ariyalur,19-03-2011,28.5
Ariyalur,20-03-2011,29.5
Ariyalur,21-03-2011,29.9
Ariyalur,22-03-2011,29.9
Ariyalur,23-03-2011,29.2
Ariyalur,24-03-2011,29.3
Ariyalur,25-03-2011,29.6
Ariyalur,26-03-2011,30.1
Ariyalur,27-03-2011,30.3
Ariyalur,28-03-2011,30.6
Ariyalur,29-03-2011,30.5
Ariyalur,30-03-2011,30.1
Ariyalur,31-03-2011,30.5
Ariyalur,01-04-2011,31.1
Ariyalur,02-04-2011,31.1
Ariyalur,03-04-2011,31
Ariyalur,04-04-2011,31.4
Ariyalur,05-04-2011,31.1
Ariyalur,06-04-2011,30
Ariyalur,07-04-2011,29.3
Ariyalur,08-04-2011,29.8
Ariyalur,09-04-2011,30.4
Ariyalur,10-04-2011,30.1
Ariyalur,11-04-2011,30.4
Ariyalur,12-04-2011,30.6
Ariyalur,13-04-2011,31.1
Ariyalur,14-04-2011,31
Ariyalur,15-04-2011,30
Ariyalur,16-04-2011,29.6
Ariyalur,17-04-2011,30.4
Ariyalur,18-04-2011,30.8
Ariyalur,19-04-2011,31
Ariyalur,20-04-2011,29.4
Ariyalur,21-04-2011,29.1
Ariyalur,22-04-2011,27.8
Ariyalur,23-04-2011,26.6
Ariyalur,24-04-2011,27.7
Ariyalur,25-04-2011,27.7
Ariyalur,26-04-2011,29.3
Ariyalur,27-04-2011,29.3
Ariyalur,28-04-2011,30.8
Ariyalur,29-04-2011,31
Ariyalur,30-04-2011,30.9
Ariyalur,01-05-2011,31.1
Ariyalur,02-05-2011,30.5
Ariyalur,03-05-2011,31.4
Ariyalur,04-05-2011,30.8
Ariyalur,05-05-2011,30.6
Ariyalur,06-05-2011,31.4
Ariyalur,07-05-2011,31.5
Ariyalur,08-05-2011,30.9
Ariyalur,09-05-2011,31.2
Ariyalur,10-05-2011,31.5
Ariyalur,11-05-2011,31.7
Ariyalur,12-05-2011,31.8
Ariyalur,13-05-2011,31.9
Ariyalur,14-05-2011,32.3
Ariyalur,15-05-2011,32.1
Ariyalur,16-05-2011,32
Ariyalur,17-05-2011,31.5
Ariyalur,18-05-2011,31.5
Ariyalur,19-05-2011,31.7
Ariyalur,20-05-2011,30.4
Ariyalur,21-05-2011,30.1
Ariyalur,22-05-2011,31.4
Ariyalur,23-05-2011,32.3
Ariyalur,24-05-2011,32.8
Ariyalur,25-05-2011,32
Ariyalur,26-05-2011,31.6
Ariyalur,27-05-2011,31.8
Ariyalur,28-05-2011,30.8
Ariyalur,29-05-2011,31.6
Ariyalur,30-05-2011,32.4
Ariyalur,31-05-2011,31.3
Ariyalur,01-06-2011,30.1
Ariyalur,02-06-2011,29.2
Ariyalur,03-06-2011,29.3
Ariyalur,04-06-2011,30.9
Ariyalur,05-06-2011,31
Ariyalur,06-06-2011,31.8
Ariyalur,07-06-2011,31.5
Ariyalur,08-06-2011,31.7
Ariyalur,09-06-2011,31.9
Ariyalur,10-06-2011,31.8
Ariyalur,11-06-2011,31.5
Ariyalur,12-06-2011,31.5
Ariyalur,13-06-2011,31.3
Ariyalur,14-06-2011,30.2
Ariyalur,15-06-2011,30
Ariyalur,16-06-2011,30.5
Ariyalur,17-06-2011,30
Ariyalur,18-06-2011,31.5
Ariyalur,19-06-2011,31.9
Ariyalur,20-06-2011,32.3
Ariyalur,21-06-2011,31.9
Ariyalur,22-06-2011,32.5
Ariyalur,23-06-2011,32.9
Ariyalur,24-06-2011,32.4
Ariyalur,25-06-2011,31.2
Ariyalur,26-06-2011,31.6
Ariyalur,27-06-2011,31.7
Ariyalur,28-06-2011,30.9
Ariyalur,29-06-2011,31.4
Ariyalur,30-06-2011,32.4
Ariyalur,01-07-2011,31.9
Ariyalur,02-07-2011,30.5
Ariyalur,03-07-2011,30.3
Ariyalur,04-07-2011,30.9
Ariyalur,05-07-2011,27.9
Ariyalur,06-07-2011,29.5
Ariyalur,07-07-2011,30.5
Ariyalur,08-07-2011,29.5
Ariyalur,09-07-2011,29.5
Ariyalur,10-07-2011,29.3
Ariyalur,11-07-2011,29.4
Ariyalur,12-07-2011,29.2
Ariyalur,13-07-2011,29.4
Ariyalur,14-07-2011,29.7
Ariyalur,15-07-2011,29.3
Ariyalur,16-07-2011,30.2
Ariyalur,17-07-2011,30.3
Ariyalur,18-07-2011,29.9
Ariyalur,19-07-2011,30.2
Ariyalur,20-07-2011,29.9
Ariyalur,21-07-2011,31
Ariyalur,22-07-2011,30
Ariyalur,23-07-2011,30.1
Ariyalur,24-07-2011,30
Ariyalur,25-07-2011,29.7
Ariyalur,26-07-2011,29.9
Ariyalur,27-07-2011,29.1
Ariyalur,28-07-2011,28.2
Ariyalur,29-07-2011,28.9
Ariyalur,30-07-2011,27
Ariyalur,31-07-2011,31
Ariyalur,01-08-2011,31.1
Ariyalur,02-08-2011,32
Ariyalur,03-08-2011,30
Ariyalur,04-08-2011,30.9
Ariyalur,05-08-2011,30.2
Ariyalur,06-08-2011,30.6
Ariyalur,07-08-2011,30.5
Ariyalur,08-08-2011,30.5
Ariyalur,09-08-2011,30.2
Ariyalur,10-08-2011,30.8
Ariyalur,11-08-2011,30
Ariyalur,12-08-2011,30
Ariyalur,13-08-2011,29.9
Ariyalur,14-08-2011,29
Ariyalur,15-08-2011,28.9
Ariyalur,16-08-2011,29.4
Ariyalur,17-08-2011,27.8
Ariyalur,18-08-2011,28.6
Ariyalur,19-08-2011,29.1
Ariyalur,20-08-2011,29.1
Ariyalur,21-08-2011,28.8
Ariyalur,22-08-2011,29.3
Ariyalur,23-08-2011,30.7
Ariyalur,24-08-2011,28.8
Ariyalur,25-08-2011,28.6
Ariyalur,26-08-2011,29.3
Ariyalur,27-08-2011,29.7
Ariyalur,28-08-2011,29
Ariyalur,29-08-2011,29.9
Ariyalur,30-08-2011,29.5
Ariyalur,31-08-2011,29.5
Ariyalur,01-09-2011,29.3
Ariyalur,02-09-2011,28.5
Ariyalur,03-09-2011,29.2
Ariyalur,04-09-2011,30.1
Ariyalur,05-09-2011,30.3
Ariyalur,06-09-2011,29.4
Ariyalur,07-09-2011,29.8
Ariyalur,08-09-2011,30.3
Ariyalur,09-09-2011,30.1
Ariyalur,10-09-2011,29.4
Ariyalur,11-09-2011,29.2
Ariyalur,12-09-2011,27.7
Ariyalur,13-09-2011,27.5
Ariyalur,14-09-2011,28
Ariyalur,15-09-2011,28.2
Ariyalur,16-09-2011,28.7
Ariyalur,17-09-2011,29.2
Ariyalur,18-09-2011,29.3
Ariyalur,19-09-2011,29.5
Ariyalur,20-09-2011,28.4
Ariyalur,21-09-2011,29.1
Ariyalur,22-09-2011,29.6
Ariyalur,23-09-2011,30.3
Ariyalur,24-09-2011,29.2
Ariyalur,25-09-2011,29.9
Ariyalur,26-09-2011,30.4
Ariyalur,27-09-2011,30.4
Ariyalur,28-09-2011,29.8
Ariyalur,29-09-2011,28.9
Ariyalur,30-09-2011,28.3
Ariyalur,01-10-2011,27.7
Ariyalur,02-10-2011,27.7
Ariyalur,03-10-2011,28.6
Ariyalur,04-10-2011,28.2
Ariyalur,05-10-2011,28.2
Ariyalur,06-10-2011,28.7
Ariyalur,07-10-2011,27.4
Ariyalur,08-10-2011,28.6
Ariyalur,09-10-2011,28.8
Ariyalur,10-10-2011,28.3
Ariyalur,11-10-2011,27.7
Ariyalur,12-10-2011,27
Ariyalur,13-10-2011,27.7
Ariyalur,14-10-2011,28.5
Ariyalur,15-10-2011,27.8
Ariyalur,16-10-2011,27.7
Ariyalur,17-10-2011,27.9
Ariyalur,18-10-2011,27.8
Ariyalur,19-10-2011,27.8
Ariyalur,20-10-2011,27.8
Ariyalur,21-10-2011,28.1
Ariyalur,22-10-2011,27.8
Ariyalur,23-10-2011,26.6
Ariyalur,24-10-2011,26.8
Ariyalur,25-10-2011,25.9
Ariyalur,26-10-2011,25.9
Ariyalur,27-10-2011,26.6
Ariyalur,28-10-2011,26
Ariyalur,29-10-2011,25.2
Ariyalur,30-10-2011,25.8
Ariyalur,31-10-2011,25.7
Ariyalur,01-11-2011,25.5
Ariyalur,02-11-2011,25
Ariyalur,03-11-2011,24.8
Ariyalur,04-11-2011,25.9
Ariyalur,05-11-2011,26.6
Ariyalur,06-11-2011,26.6
Ariyalur,07-11-2011,25.8
Ariyalur,08-11-2011,24.2
Ariyalur,09-11-2011,24.2
Ariyalur,10-11-2011,24.2
Ariyalur,11-11-2011,25
Ariyalur,12-11-2011,25.2
Ariyalur,13-11-2011,25.1
Ariyalur,14-11-2011,25.4
Ariyalur,15-11-2011,25.2
Ariyalur,16-11-2011,24.7
Ariyalur,17-11-2011,25.7
Ariyalur,18-11-2011,25.6
Ariyalur,19-11-2011,24.7
Ariyalur,20-11-2011,24.8
Ariyalur,21-11-2011,25.3
Ariyalur,22-11-2011,25
Ariyalur,23-11-2011,25.2
Ariyalur,24-11-2011,25.5
Ariyalur,25-11-2011,25.9
Ariyalur,26-11-2011,25.8
Ariyalur,27-11-2011,25.3
Ariyalur,28-11-2011,25.5
Ariyalur,29-11-2011,25.7
Ariyalur,30-11-2011,25.9
Ariyalur,01-12-2011,25.4
Ariyalur,02-12-2011,25.2
Ariyalur,03-12-2011,25.3
Ariyalur,04-12-2011,24.7
Ariyalur,05-12-2011,24.3
Ariyalur,06-12-2011,24.2
Ariyalur,07-12-2011,23.6
Ariyalur,08-12-2011,24.7
Ariyalur,09-12-2011,25.8
Ariyalur,10-12-2011,26
Ariyalur,11-12-2011,25.7
Ariyalur,12-12-2011,24.9
Ariyalur,13-12-2011,24.6
Ariyalur,14-12-2011,24.5
Ariyalur,15-12-2011,24.7
Ariyalur,16-12-2011,24.6
Ariyalur,17-12-2011,23.7
Ariyalur,18-12-2011,23.3
Ariyalur,19-12-2011,23.5
Ariyalur,20-12-2011,22.8
Ariyalur,21-12-2011,23.6
Ariyalur,22-12-2011,23.2
Ariyalur,23-12-2011,22.9
Ariyalur,24-12-2011,23.1
Ariyalur,25-12-2011,22.8
Ariyalur,26-12-2011,22.6
Ariyalur,27-12-2011,22.5
Ariyalur,28-12-2011,22.7
Ariyalur,29-12-2011,24.1
Ariyalur,30-12-2011,24.5
Ariyalur,31-12-2011,24.5
Ariyalur,01-01-2012,25.2
Ariyalur,02-01-2012,25.5
Ariyalur,03-01-2012,25.1
Ariyalur,04-01-2012,25.4
Ariyalur,05-01-2012,25.2
Ariyalur,06-01-2012,24.6
Ariyalur,07-01-2012,24
Ariyalur,08-01-2012,24.6
Ariyalur,09-01-2012,24.7
Ariyalur,10-01-2012,24.4
Ariyalur,11-01-2012,24
Ariyalur,12-01-2012,24
Ariyalur,13-01-2012,24.1
Ariyalur,14-01-2012,23.4
Ariyalur,15-01-2012,21.7
Ariyalur,16-01-2012,21.5
Ariyalur,17-01-2012,21.7
Ariyalur,18-01-2012,22.2
Ariyalur,19-01-2012,22.8
Ariyalur,20-01-2012,22.9
Ariyalur,21-01-2012,22.8
Ariyalur,22-01-2012,22.7
Ariyalur,23-01-2012,22.9
Ariyalur,24-01-2012,22.8
Ariyalur,25-01-2012,23.1
Ariyalur,26-01-2012,23.8
Ariyalur,27-01-2012,24.4
Ariyalur,28-01-2012,24.4
Ariyalur,29-01-2012,24.2
Ariyalur,30-01-2012,24.5
Ariyalur,31-01-2012,24.3
Ariyalur,01-02-2012,24.2
Ariyalur,02-02-2012,24.4
Ariyalur,03-02-2012,25
Ariyalur,04-02-2012,24.7
Ariyalur,05-02-2012,24.6
Ariyalur,06-02-2012,25.1
Ariyalur,07-02-2012,26.2
Ariyalur,08-02-2012,26.6
Ariyalur,09-02-2012,26.7
Ariyalur,10-02-2012,26.6
Ariyalur,11-02-2012,25.9
Ariyalur,12-02-2012,25.8
Ariyalur,13-02-2012,25.8
Ariyalur,14-02-2012,26.2
Ariyalur,15-02-2012,26.6
Ariyalur,16-02-2012,27.2
Ariyalur,17-02-2012,26.4
Ariyalur,18-02-2012,25.4
Ariyalur,19-02-2012,25.7
Ariyalur,20-02-2012,26
Ariyalur,21-02-2012,26.4
Ariyalur,22-02-2012,25.8
Ariyalur,23-02-2012,25.5
Ariyalur,24-02-2012,25.6
Ariyalur,25-02-2012,25.7
