name,region,country,lat,lon,tz_id,localtime_epoch,localtime,last_updated_epoch,last_updated,temp_c,temp_f,is_day,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,text,co,no2,o3,so2,pm2_5,pm10,us-epa-index,gb-defra-index
Perambalur,Tamil Nadu,India,11.23,78.88,Asia/Kolkata,1623481212,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,12.5,20.2,270,W,1005,30.2,0,0,42,25,41.5,106.6,6,3,8,21,33.8,Partly cloudy,217,3.099999905,30.79999924,1.299999952,1.5,2.400000095,1,1
Pudukkottai,Tamil Nadu,India,10.38,78.82,Asia/Kolkata,1623481212,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,12.5,20.2,270,W,1005,30.2,0,0,42,25,42,107.7,6,3,8,5.8,9.4,Partly cloudy,263.7000122,3.900000095,26.5,0.5,2.700000048,4.599999905,1,1
Ramanathapuram,Tamil Nadu,India,9.38,78.83,Asia/Kolkata,1623481213,12-06-2021 12:30,1623477600,12-06-2021 11:30,29.7,85.5,1,11.6,18.7,243,WSW,1008,30.2,0,0,58,9,32.2,90,10,6,7,15.2,24.5,Partly cloudy,243.6999969,3.400000095,32.20000076,0.699999988,3.099999905,4,1,1
Salem,Tamil Nadu,India,11.65,78.17,Asia/Kolkata,1623481213,12-06-2021 12:30,1623480300,12-06-2021 12:15,29.4,84.9,1,6,9.7,241,WSW,1008,30.3,0,0,56,27,31.3,88.3,10,6,7,6.7,10.8,Partly cloudy,297.1000061,6.800000191,18.79999924,3.5,5.099999905,7.900000095,1,1
Sivaganga,Tamil Nadu,India,9.87,78.48,Asia/Kolkata,1623481214,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,12.5,20.2,270,W,1005,30.2,0,0,42,25,43.1,109.6,6,3,8,6.5,10.4,Partly cloudy,280.3999939,3.900000095,28.29999924,1.200000048,4.300000191,6.400000095,1,1
Thanjavur,Tamil Nadu,India,10.8,79.15,Asia/Kolkata,1623481214,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,12.5,20.2,270,W,1005,30.2,0,0,42,25,40.8,105.4,6,3,8,21.7,34.9,Partly cloudy,230.3000031,3.299999952,30.79999924,2.5,1.899999976,2.900000095,1,1
Thiruvarur,Tamil Nadu,India,10.77,79.65,Asia/Kolkata,1623481215,12-06-2021 12:30,1623477600,12-06-2021 11:30,33,91.4,1,16.8,27,252,WSW,1007,30.2,0,0,42,20,34.9,94.8,10,6,8,19.7,31.7,Partly cloudy,247,4.099999905,30.39999962,3.700000048,2.200000048,3.400000095,1,1
Tiruchirappalli,Tamil Nadu,India,10.81,78.69,Asia/Kolkata,1623481215,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,12.5,20.2,270,W,1005,30.2,0,0,42,25,41.2,106.2,6,3,8,21.7,34.9,Partly cloudy,213.6000061,2.799999952,30.79999924,1.5,1.5,2.400000095,1,1
Tirunelveli,Tamil Nadu,India,8.73,77.7,Asia/Kolkata,1623481216,12-06-2021 12:30,1623480300,12-06-2021 12:15,27,80.6,1,6.9,11.2,250,WSW,1009,30.3,0,0,94,75,28.1,82.6,5,3,7,14.5,23.4,Light drizzle,217,2.400000095,31.10000038,0.800000012,2,2.700000048,1,1
Tirupur,Tamil Nadu,India,11.1,77.35,Asia/Kolkata,1623481216,12-06-2021 12:30,1623480300,12-06-2021 12:15,32,89.6,1,15,24.1,230,SW,1009,30.3,0,0,49,25,35.3,95.6,6,3,7,18.8,30.2,Partly cloudy,267,6.800000191,19,3.299999952,4.199999809,5.400000095,1,1
Tiruvallur,Tamil Nadu,India,13.15,79.92,Asia/Kolkata,1623481216,12-06-2021 12:30,1623477600,12-06-2021 11:30,36,96.8,1,13.6,22,310,NW,1003,30.1,0,0,45,50,39.2,102.5,6,3,8,18.1,29.2,Partly cloudy,223.6000061,1.899999976,30.79999924,0.600000024,1.100000024,2,1,1
Tiruvannamalai,Tamil Nadu,India,12.22,79.07,Asia/Kolkata,1623481217,12-06-2021 12:30,1623480300,12-06-2021 12:15,32.4,90.3,1,15.2,24.5,271,W,1007,30.2,0,0,40,17,33.4,92.1,10,6,8,17.7,28.4,Partly cloudy,205.3000031,2,29,1.200000048,1.200000048,1.899999976,1,1
Vellore,Tamil Nadu,India,12.93,79.13,Asia/Kolkata,1623481217,12-06-2021 12:30,1623477600,12-06-2021 11:30,32.1,89.8,1,18.3,29.5,266,W,1006,30.2,0,0,42,17,33.4,92.1,10,6,8,21.3,34.2,Partly cloudy,227,2.200000048,36.09999847,1.899999976,1.5,2.400000095,1,1
Villupuram,Tamil Nadu,India,11.93,79.48,Asia/Kolkata,1623481218,12-06-2021 12:30,1623477600,12-06-2021 11:30,34.2,93.6,1,13.2,21.2,271,W,1006,30.2,0,0,36,14,35.5,95.9,10,6,8,15.4,24.8,Partly cloudy,237,3.299999952,28.60000038,0.899999976,2.099999905,4.5,1,1
Ariyalur,Tamil Nadu,India,11.13,79.08,Asia/Kolkata,1623567606,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,40.2,104.4,6,3,8,21.5,34.6,Partly cloudy,220.3000031,2.900000095,31.79999924,1.700000048,2,3,1,1
Chennai,Tamil Nadu,India,13.08,80.28,Asia/Kolkata,1623567607,13-06-2021 12:30,1623566700,13-06-2021 12:15,35,95,1,11.9,19.1,290,WNW,1004,30.1,0,0,47,50,42.3,108.1,7,4,8,23,37.1,Partly cloudy,260.3999939,6.300000191,40.79999924,8.100000381,2.299999952,4.199999809,1,1
Coimbatore,Tamil Nadu,India,10.99,76.96,Asia/Kolkata,1623567607,13-06-2021 12:30,1623564000,13-06-2021 11:30,29,84.2,1,17.4,28.1,240,WSW,1009,30.3,0,0,58,75,31.4,88.6,6,3,7,17.4,28.1,Partly cloudy,237,2.900000095,28.60000038,2.099999905,2.200000048,3,1,1
Cuddalore,Tamil Nadu,India,11.75,79.75,Asia/Kolkata,1623567608,13-06-2021 12:30,1623564000,13-06-2021 11:30,30.6,87.1,1,7.6,12.2,263,W,1006,30.2,0,0,61,37,34.4,93.9,10,6,8,10.3,16.6,Partly cloudy,270.3999939,16.10000038,22.70000076,21.20000076,7.199999809,12,1,1
Dharmapuri,Tamil Nadu,India,12.13,78.17,Asia/Kolkata,1623567608,13-06-2021 12:30,1623564000,13-06-2021 11:30,27.4,81.3,1,12.8,20.5,267,W,1008,30.2,0,0,57,49,28.6,83.5,10,6,7,15.2,24.5,Partly cloudy,200.3000031,1.5,32.5,0.300000012,1.5,1.799999952,1,1
Dindigul,Tamil Nadu,India,10.35,77.95,Asia/Kolkata,1623567608,13-06-2021 12:30,1623564000,13-06-2021 11:30,29.1,84.4,1,6.3,10.1,263,W,1008,30.2,0,0,50,22,30.1,86.2,10,6,7,7.8,12.6,Partly cloudy,250.3000031,4.5,19.10000038,0.800000012,3,7.199999809,1,1
Erode,Tamil Nadu,India,11.35,77.73,Asia/Kolkata,1623567609,13-06-2021 12:30,1623564000,13-06-2021 11:30,29.5,85.1,1,12.5,20.2,252,WSW,1007,30.2,0,0,55,27,31.3,88.3,10,6,7,14.3,23,Partly cloudy,253.6999969,5.5,26.79999924,2.200000048,3.200000048,5,1,1
Kancheepuram,Tamil Nadu,India,12.83,79.72,Asia/Kolkata,1623567609,13-06-2021 12:30,1623566700,13-06-2021 12:15,35,95,1,11.9,19.1,290,WNW,1004,30.1,0,0,47,50,40,104.1,7,4,8,20.4,32.8,Partly cloudy,227,2.5,43.29999924,1.5,1.399999976,2.299999952,1,1
Kanyakumari,Tamil Nadu,India,8.08,77.55,Asia/Kolkata,1623567610,13-06-2021 12:30,1623564000,13-06-2021 11:30,28,82.4,1,6.9,11.2,280,W,1009,30.3,1.5,0.06,89,75,31.9,89.5,5,3,6,19.9,32,Patchy light rain,240.3000031,4.199999809,20.20000076,2.400000095,3.700000048,4.699999809,1,1
Karur,Tamil Nadu,India,10.95,78.08,Asia/Kolkata,1623567610,13-06-2021 12:30,1623566700,13-06-2021 12:15,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,41.6,106.8,6,3,8,26.2,42.1,Partly cloudy,213.6000061,2.400000095,32.5,1,1.899999976,2.700000048,1,1
Krishnagiri,Tamil Nadu,India,12.53,78.23,Asia/Kolkata,1623567610,13-06-2021 12:30,1623564000,13-06-2021 11:30,25.1,77.2,1,17.2,27.7,272,W,1008,30.3,0,0,66,53,26.6,79.9,10,6,6,21.5,34.6,Cloudy,203.6000061,2.299999952,35.09999847,1.299999952,1.5,2.200000048,1,1
Madurai,Tamil Nadu,India,9.93,78.12,Asia/Kolkata,1623567611,13-06-2021 12:30,1623564000,13-06-2021 11:30,30.4,86.7,1,9.8,15.8,264,W,1007,30.2,0,0,50,25,32,89.6,10,6,8,11.6,18.7,Partly cloudy,220.3000031,2.700000048,30.79999924,1.200000048,1.799999952,2.5,1,1
Nagapattinam,Tamil Nadu,India,10.77,79.83,Asia/Kolkata,1623567611,13-06-2021 12:30,1623564000,13-06-2021 11:30,31.5,88.7,1,13.4,21.6,241,WSW,1007,30.2,0,0,54,31,34.7,94.5,10,6,8,16.6,26.6,Partly cloudy,250.3000031,7.099999905,30,8.600000381,2.599999905,4.400000095,1,1
Namakkal,Tamil Nadu,India,11.23,78.17,Asia/Kolkata,1623567612,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,43.8,110.8,6,3,7,13.9,22.3,Partly cloudy,293.7000122,8.5,20.89999962,3.700000048,4.599999905,7.599999905,1,1
Perambalur,Tamil Nadu,India,11.23,78.88,Asia/Kolkata,1623567612,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,39.7,103.5,6,3,8,22.1,35.6,Partly cloudy,217,2.599999905,33.59999847,1.700000048,1.899999976,2.900000095,1,1
Pudukkottai,Tamil Nadu,India,10.38,78.82,Asia/Kolkata,1623567612,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,41.1,106,6,3,8,9.4,15.1,Partly cloudy,237,3.200000048,32.90000153,0.899999976,2.200000048,3.700000048,1,1
Ramanathapuram,Tamil Nadu,India,9.38,78.83,Asia/Kolkata,1623567613,13-06-2021 12:30,1623564000,13-06-2021 11:30,30.9,87.6,1,16.1,25.9,239,WSW,1007,30.2,0,0,55,21,33.8,92.8,10,6,8,19.7,31.7,Partly cloudy,223.6000061,2.900000095,30,0.800000012,2,2.599999905,1,1
Salem,Tamil Nadu,India,11.65,78.17,Asia/Kolkata,1623567613,13-06-2021 12:30,1623566700,13-06-2021 12:15,28,82.4,1,6.5,10.4,251,WSW,1008,30.2,0,0,61,33,29.8,85.6,10,6,7,7.4,11.9,Partly cloudy,270.3999939,4.800000191,31.79999924,3.200000048,4.400000095,6.5,1,1
Sivaganga,Tamil Nadu,India,9.87,78.48,Asia/Kolkata,1623567614,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,41.9,107.4,6,3,8,13.2,21.2,Partly cloudy,240.3000031,3.299999952,31.10000038,2,2.700000048,4.300000191,1,1
Thanjavur,Tamil Nadu,India,10.8,79.15,Asia/Kolkata,1623567614,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,39.5,103,6,3,8,18.3,29.5,Partly cloudy,223.6000061,2.5,35.79999924,2.299999952,1.899999976,3,1,1
Thiruvarur,Tamil Nadu,India,10.77,79.65,Asia/Kolkata,1623567615,13-06-2021 12:30,1623564000,13-06-2021 11:30,32.4,90.3,1,13.9,22.3,250,WSW,1007,30.2,0,0,46,40,34.6,94.3,10,6,8,16.3,26.3,Partly cloudy,240.3000031,4.099999905,33.29999924,3.299999952,2.299999952,3.799999952,1,1
Tiruchirappalli,Tamil Nadu,India,10.81,78.69,Asia/Kolkata,1623567615,13-06-2021 12:30,1623566700,13-06-2021 12:15,35,95,1,15,24.1,270,W,1006,30.2,0,0,44,75,38.9,101.9,6,3,8,21.7,34.9,Partly cloudy,208.6000061,1.700000048,37.59999847,1.100000024,1.299999952,2.099999905,1,1
Tirunelveli,Tamil Nadu,India,8.73,77.7,Asia/Kolkata,1623567615,13-06-2021 12:30,1623566700,13-06-2021 12:15,28,82.4,1,6.9,11.2,280,W,1009,30.3,0,0,89,75,29.1,84.4,5,3,8,11,17.6,Patchy light rain,212,2.400000095,27.20000076,0.899999976,1.899999976,2.5,1,1
Tirupur,Tamil Nadu,India,11.1,77.35,Asia/Kolkata,1623567616,13-06-2021 12:30,1623564000,13-06-2021 11:30,29,84.2,1,17.4,28.1,240,WSW,1009,30.3,0,0,58,75,31,87.8,6,3,7,20.8,33.5,Partly cloudy,260.3999939,4,27.89999962,2.799999952,3.099999905,4.300000191,1,1
Tiruvallur,Tamil Nadu,India,13.15,79.92,Asia/Kolkata,1623567616,13-06-2021 12:30,1623564000,13-06-2021 11:30,35,95,1,11.9,19.1,290,WNW,1004,30.1,0,0,47,50,40.2,104.4,7,4,8,21,33.8,Partly cloudy,213.6000061,1.799999952,42.90000153,0.699999988,0.899999976,1.700000048,1,1
Tiruvannamalai,Tamil Nadu,India,12.22,79.07,Asia/Kolkata,1623567617,13-06-2021 12:30,1623564000,13-06-2021 11:30,29.9,85.8,1,13,20.9,260,W,1006,30.2,0,0,50,57,31.2,88.2,10,6,6,16.1,25.9,Cloudy,207,1.899999976,34.29999924,1.100000024,1.700000048,2.299999952,1,1
Vellore,Tamil Nadu,India,12.93,79.13,Asia/Kolkata,1623567617,13-06-2021 12:30,1623566700,13-06-2021 12:15,28.9,84,1,16.8,27,268,W,1007,30.2,0,0,53,30,30.3,86.5,10,6,7,19.5,31.3,Partly cloudy,213.6000061,2.599999905,40.40000153,1.600000024,1.100000024,1.700000048,1,1
Villupuram,Tamil Nadu,India,11.93,79.48,Asia/Kolkata,1623567617,13-06-2021 12:30,1623564000,13-06-2021 11:30,30.6,87.1,1,8.3,13.3,258,WSW,1006,30.2,0,0,54,31,33,91.4,10,6,8,10.3,16.6,Partly cloudy,263.7000122,6.199999809,33.59999847,4.5,5.900000095,9.600000381,1,1
Ariyalur,Tamil Nadu,India,11.13,79.08,Asia/Kolkata,1623654018,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,37.3,99.1,7,4,8,21,33.8,Partly cloudy,230.3000031,3.700000048,26.10000038,2.099999905,3,4.400000095,1,1
Chennai,Tamil Nadu,India,13.08,80.28,Asia/Kolkata,1623654018,14-06-2021 12:30,1623653100,14-06-2021 12:15,34,93.2,1,11.9,19.1,270,W,1003,30.1,0,0,50,75,41.7,107.1,7,4,7,24.4,39.2,Partly cloudy,297.1000061,8.800000191,26.5,12.39999962,3.799999952,6.400000095,1,1
Coimbatore,Tamil Nadu,India,10.99,76.96,Asia/Kolkata,1623654019,14-06-2021 12:30,1623653100,14-06-2021 12:15,26,78.8,1,9.4,15.1,200,SSW,1010,30.3,0,0,79,75,27.6,81.7,4,2,7,16.6,26.6,Mist,257,4.199999809,25.79999924,3.299999952,2.900000095,4.099999905,1,1
Cuddalore,Tamil Nadu,India,11.75,79.75,Asia/Kolkata,1623654019,14-06-2021 12:30,1623650400,14-06-2021 11:30,30.3,86.5,1,8.1,13,245,WSW,1006,30.2,0,0,61,41,33.8,92.8,10,6,7,11,17.6,Cloudy,310.3999939,18.5,13.10000038,27.89999962,10.10000038,15.89999962,1,1
Dharmapuri,Tamil Nadu,India,12.13,78.17,Asia/Kolkata,1623654020,14-06-2021 12:30,1623650400,14-06-2021 11:30,26.6,79.9,1,14.1,22.7,262,W,1008,30.2,0,0,57,50,27.6,81.7,10,6,7,17.4,28.1,Partly cloudy,208.6000061,1.600000024,31.79999924,0.300000012,1.700000048,2.299999952,1,1
Dindigul,Tamil Nadu,India,10.35,77.95,Asia/Kolkata,1623654021,14-06-2021 12:30,1623653100,14-06-2021 12:15,25.7,78.3,1,4,6.5,248,WSW,1008,30.3,0,0,63,47,27.1,80.8,10,6,7,5.8,9.4,Partly cloudy,313.7999878,7.599999905,8.5,1.5,5.199999809,12.19999981,1,1
Erode,Tamil Nadu,India,11.35,77.73,Asia/Kolkata,1623654021,14-06-2021 12:30,1623650400,14-06-2021 11:30,27,80.6,1,11,17.6,242,WSW,1008,30.2,0,0,65,47,28.7,83.7,10,6,7,13.4,21.6,Partly cloudy,287.1000061,6.099999905,25,2.799999952,4.300000191,6.599999905,1,1
Kancheepuram,Tamil Nadu,India,12.83,79.72,Asia/Kolkata,1623654022,14-06-2021 12:30,1623650400,14-06-2021 11:30,34,93.2,1,11.9,19.1,270,W,1003,30.1,0,0,50,75,40.9,105.5,7,4,7,19.7,31.7,Partly cloudy,237,3.099999905,32.90000153,2.099999905,1.899999976,3.200000048,1,1
Kanyakumari,Tamil Nadu,India,8.08,77.55,Asia/Kolkata,1623654022,14-06-2021 12:30,1623650400,14-06-2021 11:30,30,86,1,6.9,11.2,270,W,1009,30.3,2.1,0.08,84,75,35.9,96.7,5,3,6,27.1,43.6,Mist,277,6.5,24,3.700000048,4.800000191,6.099999905,1,1
Karur,Tamil Nadu,India,10.95,78.08,Asia/Kolkata,1623654023,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,38.9,102,7,4,7,27.7,44.6,Partly cloudy,223.6000061,3.700000048,27.20000076,1,3.099999905,4.099999905,1,1
Krishnagiri,Tamil Nadu,India,12.53,78.23,Asia/Kolkata,1623654023,14-06-2021 12:30,1623650400,14-06-2021 11:30,25.1,77.2,1,19.7,31.7,263,W,1008,30.2,0,0,64,37,26.6,79.9,10,6,7,25.3,40.7,Partly cloudy,217,3.299999952,30.79999924,2,1.899999976,3,1,1
Madurai,Tamil Nadu,India,9.93,78.12,Asia/Kolkata,1623654024,14-06-2021 12:30,1623653100,14-06-2021 12:15,28.7,83.7,1,12.8,20.5,251,WSW,1008,30.2,0,0,55,51,30.2,86.4,10,6,7,16.1,25.9,Partly cloudy,230.3000031,3.700000048,23.60000038,1.600000024,1.899999976,2.799999952,1,1
Nagapattinam,Tamil Nadu,India,10.77,79.83,Asia/Kolkata,1623654024,14-06-2021 12:30,1623650400,14-06-2021 11:30,29.9,85.8,1,11.4,18.4,238,WSW,1007,30.2,0,0,58,30,32.6,90.7,10,6,7,15.2,24.5,Partly cloudy,260.3999939,8.699999809,20.89999962,10.69999981,3.099999905,5.400000095,1,1
Namakkal,Tamil Nadu,India,11.23,78.17,Asia/Kolkata,1623654025,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,40.9,105.7,7,4,7,15,24.1,Partly cloudy,330.5,9.199999809,17.89999962,4.699999809,6.099999905,9.5,1,1
Perambalur,Tamil Nadu,India,11.23,78.88,Asia/Kolkata,1623654026,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,37.6,99.7,7,4,7,21.5,34.6,Partly cloudy,230.3000031,4.199999809,24.70000076,1.799999952,3.299999952,4.599999905,1,1
Pudukkottai,Tamil Nadu,India,10.38,78.82,Asia/Kolkata,1623654026,14-06-2021 12:30,1623653100,14-06-2021 12:15,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,38.7,101.6,7,4,7,7.2,11.5,Partly cloudy,257,4.699999809,20.39999962,1.5,2.900000095,5,1,1
Ramanathapuram,Tamil Nadu,India,9.38,78.83,Asia/Kolkata,1623654027,14-06-2021 12:30,1623650400,14-06-2021 11:30,29.7,85.5,1,19.7,31.7,241,WSW,1007,30.2,0,0,58,30,32.2,90,10,6,7,25.9,41.8,Partly cloudy,230.3000031,4.699999809,25.39999962,0.699999988,1.899999976,2.599999905,1,1
Salem,Tamil Nadu,India,11.65,78.17,Asia/Kolkata,1623654027,14-06-2021 12:30,1623653100,14-06-2021 12:15,25.5,77.9,1,5.8,9.4,219,SW,1008,30.2,0,0,74,76,27.4,81.3,10,6,6,6.7,10.8,Overcast,320.3999939,7.900000095,21.79999924,4.099999905,5.800000191,8,1,1
Sivaganga,Tamil Nadu,India,9.87,78.48,Asia/Kolkata,1623654028,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,38.2,100.7,7,4,7,19.7,31.7,Partly cloudy,253.6999969,5.300000191,19.5,2.400000095,2.599999905,4.400000095,1,1
Thanjavur,Tamil Nadu,India,10.8,79.15,Asia/Kolkata,1623654028,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,37.9,100.2,7,4,7,13.9,22.3,Partly cloudy,247,4.300000191,26.79999924,3.599999905,3.200000048,4.800000191,1,1
Thiruvarur,Tamil Nadu,India,10.77,79.65,Asia/Kolkata,1623654029,14-06-2021 12:30,1623650400,14-06-2021 11:30,30.5,86.9,1,10.5,16.9,246,WSW,1007,30.2,0,0,53,31,32.7,90.9,10,6,8,13.2,21.2,Partly cloudy,253.6999969,5.300000191,25.79999924,4.400000095,2.700000048,4.699999809,1,1
Tiruchirappalli,Tamil Nadu,India,10.81,78.69,Asia/Kolkata,1623654030,14-06-2021 12:30,1623650400,14-06-2021 11:30,33,91.4,1,17.4,28.1,270,W,1006,30.2,0,0,47,75,37.6,99.7,7,4,7,17.9,28.8,Partly cloudy,217,3,28.29999924,1.700000048,2.599999905,3.700000048,1,1
Tirunelveli,Tamil Nadu,India,8.73,77.7,Asia/Kolkata,1623654030,14-06-2021 12:30,1623650400,14-06-2021 11:30,30,86,1,6.9,11.2,270,W,1009,30.3,0,0,84,75,32.1,89.8,5,3,7,7.8,12.6,Mist,317.1000061,7.900000095,20.20000076,1.799999952,4.199999809,6.5,1,1
Tirupur,Tamil Nadu,India,11.1,77.35,Asia/Kolkata,1623654031,14-06-2021 12:30,1623650400,14-06-2021 11:30,26,78.8,1,9.4,15.1,200,SSW,1010,30.3,0,0,79,75,27.5,81.5,4,2,7,19.7,31.7,Mist,303.7999878,6.900000095,21.10000038,4.199999809,4.599999905,6.300000191,1,1
Tiruvallur,Tamil Nadu,India,13.15,79.92,Asia/Kolkata,1623654031,14-06-2021 12:30,1623650400,14-06-2021 11:30,34,93.2,1,11.9,19.1,270,W,1003,30.1,0,0,50,75,40,103.9,7,4,8,22.1,35.6,Partly cloudy,227,2.5,30.79999924,1.100000024,1.799999952,2.900000095,1,1
Tiruvannamalai,Tamil Nadu,India,12.22,79.07,Asia/Kolkata,1623654032,14-06-2021 12:30,1623650400,14-06-2021 11:30,28.7,83.7,1,15.7,25.2,264,W,1006,30.2,0,0,52,64,29.8,85.6,10,6,7,20.8,33.5,Partly cloudy,220.3000031,2.299999952,32.5,1.299999952,2.400000095,3.299999952,1,1
Vellore,Tamil Nadu,India,12.93,79.13,Asia/Kolkata,1623654032,14-06-2021 12:30,1623650400,14-06-2021 11:30,28,82.4,1,16.3,26.3,256,WSW,1006,30.2,0,0,57,31,29.5,85.1,10,6,7,19.9,32,Partly cloudy,230.3000031,3.200000048,32.5,2.200000048,1.899999976,2.900000095,1,1
Villupuram,Tamil Nadu,India,11.93,79.48,Asia/Kolkata,1623654033,14-06-2021 12:30,1623650400,14-06-2021 11:30,30.3,86.5,1,10.5,16.9,268,W,1006,30.2,0,0,49,50,31.7,89.1,10,6,8,13.6,22,Partly cloudy,283.7000122,7.5,29.29999924,5.900000095,7.300000191,11.69999981,1,1
Ariyalur,Tamil Nadu,India,11.13,79.08,Asia/Kolkata,1623740404,15-06-2021 12:30,1623739500,15-06-2021 12:15,35,95,1,13.6,22,260,W,1005,30.2,0,0,44,75,40,104.1,6,3,8,20.4,32.8,Partly cloudy,233.6999969,2.5,30,2.099999905,1.700000048,2.900000095,1,1
Chennai,Tamil Nadu,India,13.08,80.28,Asia/Kolkata,1623740404,15-06-2021 12:30,1623736800,15-06-2021 11:30,36,96.8,1,9.4,15.1,260,W,1003,30.1,0,0,47,50,44.7,112.4,7,4,8,25.3,40.7,Partly cloudy,310.3999939,8.100000381,30.79999924,13.60000038,4.900000095,7.599999905,1,1
Coimbatore,Tamil Nadu,India,10.99,76.96,Asia/Kolkata,1623740405,15-06-2021 12:30,1623739500,15-06-2021 12:15,30,86,1,17.4,28.1,230,SW,1008,30.2,0,0,55,50,32.1,89.7,6,3,7,21,33.8,Partly cloudy,240.3000031,4.199999809,19.89999962,2.799999952,1.600000024,2.5,1,1
Cuddalore,Tamil Nadu,India,11.75,79.75,Asia/Kolkata,1623740405,15-06-2021 12:30,1623736800,15-06-2021 11:30,30.1,86.2,1,9.4,15.1,229,SW,1005,30.2,0,0,59,19,33,91.4,10,6,8,12.1,19.4,Partly cloudy,280.3999939,10.10000038,26.79999924,27.39999962,6.699999809,11.89999962,1,1
Dharmapuri,Tamil Nadu,India,12.13,78.17,Asia/Kolkata,1623740406,15-06-2021 12:30,1623736800,15-06-2021 11:30,28.1,82.6,1,13.9,22.3,250,WSW,1007,30.2,0,0,53,24,29.2,84.6,10,6,7,15.9,25.6,Partly cloudy,212,1.600000024,26.10000038,0.300000012,1.100000024,1.799999952,1,1
Dindigul,Tamil Nadu,India,10.35,77.95,Asia/Kolkata,1623740406,15-06-2021 12:30,1623736800,15-06-2021 11:30,27.3,81.1,1,3.8,6.1,219,SW,1007,30.2,0,0,56,9,28.4,83.1,10,6,7,4.5,7.2,Partly cloudy,243.6999969,3.700000048,17.20000076,0.600000024,2.200000048,5.099999905,1,1
Erode,Tamil Nadu,India,11.35,77.73,Asia/Kolkata,1623740406,15-06-2021 12:30,1623736800,15-06-2021 11:30,29.7,85.5,1,10.1,16.2,247,WSW,1006,30.2,0,0,52,20,31.1,88,10,6,7,11.4,18.4,Partly cloudy,277,7.5,16.60000038,3,2.599999905,4.599999905,1,1
Kancheepuram,Tamil Nadu,India,12.83,79.72,Asia/Kolkata,1623740407,15-06-2021 12:30,1623739500,15-06-2021 12:15,36,96.8,1,9.4,15.1,260,W,1003,30.1,0,0,47,50,41.3,106.4,7,4,8,20.8,33.5,Partly cloudy,247,3,33.29999924,1.899999976,2.700000048,4.099999905,1,1
Kanyakumari,Tamil Nadu,India,8.08,77.55,Asia/Kolkata,1623740407,15-06-2021 12:30,1623739500,15-06-2021 12:15,30,86,1,5.6,9,280,W,1008,30.2,1.4,0.06,75,75,35.4,95.6,5,3,6,23.5,37.8,Mist,250.3000031,4.199999809,21.5,2.5,4.800000191,6.099999905,1,1
Karur,Tamil Nadu,India,10.95,78.08,Asia/Kolkata,1623740408,15-06-2021 12:30,1623739500,15-06-2021 12:15,35,95,1,13.6,22,260,W,1005,30.2,0,0,44,75,41.3,106.3,6,3,8,25.3,40.7,Partly cloudy,223.6000061,3.099999905,24.29999924,0.800000012,1,1.700000048,1,1
Krishnagiri,Tamil Nadu,India,12.53,78.23,Asia/Kolkata,1623740408,15-06-2021 12:30,1623736800,15-06-2021 11:30,27.4,81.3,1,20.8,33.5,257,WSW,1007,30.2,0,0,55,41,28.5,83.3,10,6,7,23.7,38.2,Partly cloudy,205.3000031,2,26.79999924,1,1.600000024,2.299999952,1,1
